epoch,loss,val_loss
75,4.394503235302061,4.454770227626375
76,4.38124336782942,4.442775537586366
77,4.375729398458776,4.350478796273325
78,4.344660351809948,4.407825627118975
79,4.329220452793701,4.360227748149816
80,4.080225435683798,4.195065444428624
81,3.9952349431899044,4.174760850065167
82,3.9756815209560363,4.147637598348935
83,3.9647307744197815,4.161527251580998
84,3.9522069077499222,4.149595642706111
85,3.9367972243895553,4.144895941837539
86,3.9208604636352633,4.145272636259508
87,3.91426052656905,4.149143420051488
88,3.907194356306431,4.139623374661644
89,3.8903799113570616,4.13851561954603
90,3.8829924138088554,4.1328707396117474
91,3.8751025520617226,4.1225278373681284
92,3.881997022255672,4.146922314879582
93,3.864880405218575,4.144028784577796
94,3.8619390852126716,4.136802760387661
95,3.855603011053679,4.129457043137805
96,3.8447070311082174,4.126227180098871
97,3.8408323150210912,4.12946664612975
98,3.8300527349063116,4.118625270338167
99,3.8296135792859096,4.13741786337438
100,3.805360421314195,4.100934229682836
101,3.801849964758227,4.097724323704092
102,3.7969428549797883,4.099570471558702
103,3.7975476008998768,4.094876217726552
104,3.7931070944512952,4.097427738695036
105,3.7923817673833904,4.097640091460048
106,3.7951225026299324,4.092538228905451
107,3.7888168384211722,4.095269282530506
108,3.7956479911326615,4.094190903357042
109,3.780818829170788,4.095055688756348
110,3.785326965097717,4.095102030549181
111,3.777602057942016,4.091793382302625
112,3.7899757845524893,4.090873625051224
113,3.781327528699836,4.095746765999493
114,3.7881952487993313,4.092276317430043
115,3.7728726777739596,4.097035720005559
116,3.7751480369314154,4.099698152988909
117,3.787538603706539,4.090992600929371
118,3.7899343811850033,4.091681366398184
119,3.788179598660536,4.097342408724093
